metabolite_name,HCT116N_21-1,HCT116N_21-2,HCT116N_21-3,HCT116N_21-4,HCT116N_21-5,HCT116N_21-6,HCT116N_21-7,HCT116N_21-8,HCT116N_21-9,HCT116N_21-10,HCT116N_21-11,HCT116N_21-12,HCT116N_21-13,HCT116N_21-14,HCT116N_21-15,HCT116N_21-16,HCT116N_21-17,HCT116N_21-18,HCT116N_21-19,HCT116N_21-20,HCT116N_21-21,HCT116N_21-22,HCT116N_21-23,HCT116N_21-24,HCT116N_21-25,HCT116N_21-26,HCT116N_21-27,HCT116N_21-28,HCT116N_21-29,HCT116N_21-30,HCT116H_1-1,HCT116H_1-2,HCT116H_1-3,HCT116H_1-4,HCT116H_1-5,HCT116H_1-6,HCT116H_1-7,HCT116H_1-8,HCT116H_1-9,HCT116H_1-10,HCT116H_1-11,HCT116H_1-12,HCT116H_1-13,HCT116H_1-14,HCT116H_1-15,HCT116H_1-16,HCT116H_1-17,HCT116H_1-18,HCT116H_1-19,HCT116H_1-20,HCT116H_1-21,HCT116H_1-22,HCT116H_1-23,HCT116H_1-24,HCT116H_1-25,HCT116H_1-26,HCT116H_1-27,HCT116H_1-28,HCT116H_1-29,HCT116H_1-30,HCT116A_0-1,HCT116A_0-2,HCT116A_0-3,HCT116A_0-4,HCT116A_0-5,HCT116A_0-6,HCT116A_0-7,HCT116A_0-8,HCT116A_0-9,HCT116A_0-10,HCT116A_0-11,HCT116A_0-12,HCT116A_0-13,HCT116A_0-14,HCT116A_0-15,HCT116A_0-16,HCT116A_0-17,HCT116A_0-18,HCT116A_0-19,HCT116A_0-20,HCT116A_0-21,HCT116A_0-22,HCT116A_0-23,HCT116A_0-24,HCT116A_0-25,HCT116A_0-26,HCT116A_0-27,HCT116A_0-28,HCT116A_0-29,HCT116A_0-30,HCT116_DN2N_21-1,HCT116_DN2N_21-2,HCT116_DN2N_21-3,HCT116_DN2N_21-4,HCT116_DN2N_21-5,HCT116_DN2N_21-6,HCT116_DN2N_21-7,HCT116_DN2N_21-8,HCT116_DN2N_21-9,HCT116_DN2N_21-10,HCT116_DN2N_21-11,HCT116_DN2N_21-12,HCT116_DN2N_21-13,HCT116_DN2N_21-14,HCT116_DN2N_21-15,HCT116_DN2N_21-16,HCT116_DN2N_21-17,HCT116_DN2N_21-18,HCT116_DN2N_21-19,HCT116_DN2N_21-20,HCT116_DN2N_21-21,HCT116_DN2N_21-22,HCT116_DN2N_21-23,HCT116_DN2N_21-24,HCT116_DN2N_21-25,HCT116_DN2N_21-26,HCT116_DN2N_21-27,HCT116_DN2N_21-28,HCT116_DN2N_21-29,HCT116_DN2N_21-30,HCT116_DN2H_1-1,HCT116_DN2H_1-2,HCT116_DN2H_1-3,HCT116_DN2H_1-4,HCT116_DN2H_1-5,HCT116_DN2H_1-6,HCT116_DN2H_1-7,HCT116_DN2H_1-8,HCT116_DN2H_1-9,HCT116_DN2H_1-10,HCT116_DN2H_1-11,HCT116_DN2H_1-12,HCT116_DN2H_1-13,HCT116_DN2H_1-14,HCT116_DN2H_1-15,HCT116_DN2H_1-16,HCT116_DN2H_1-17,HCT116_DN2H_1-18,HCT116_DN2H_1-19,HCT116_DN2H_1-20,HCT116_DN2H_1-21,HCT116_DN2H_1-22,HCT116_DN2H_1-23,HCT116_DN2H_1-24,HCT116_DN2H_1-25,HCT116_DN2H_1-26,HCT116_DN2H_1-27,HCT116_DN2H_1-28,HCT116_DN2H_1-29,HCT116_DN2H_1-30,HCT116_DN2A_0-1,HCT116_DN2A_0-2,HCT116_DN2A_0-3,HCT116_DN2A_0-4,HCT116_DN2A_0-5,HCT116_DN2A_0-6,HCT116_DN2A_0-7,HCT116_DN2A_0-8,HCT116_DN2A_0-9,HCT116_DN2A_0-10,HCT116_DN2A_0-11,HCT116_DN2A_0-12,HCT116_DN2A_0-13,HCT116_DN2A_0-14,HCT116_DN2A_0-15,HCT116_DN2A_0-16,HCT116_DN2A_0-17,HCT116_DN2A_0-18,HCT116_DN2A_0-19,HCT116_DN2A_0-20,HCT116_DN2A_0-21,HCT116_DN2A_0-22,HCT116_DN2A_0-23,HCT116_DN2A_0-24,HCT116_DN2A_0-25,HCT116_DN2A_0-26,HCT116_DN2A_0-27,HCT116_DN2A_0-28,HCT116_DN2A_0-29,HCT116_DN2A_0-30
Glutamate,0.684734692,0.785783123,0.636735749,0.743459525,0.745210977,0.74579744,0.725129417,0.662749084,0.572215139,0.816506593,0.74756987,0.691230096,0.628802949,0.721628769,0.616672982,0.521234583,0.512759675,0.547626077,0.506526924,0.479615803,0.376956818,0.267698828,0.373432119,0.440095581,0.331643277,0.612871289,0.589838333,0.307237689,0.812931115,0.455056447,0.419045209,0.413312348,0.551472398,0.361990181,0.472295481,0.519714163,0.342298526,0.423836407,0.513139296,0.487112456,0.456758086,NA,0.440057061,0.37155441,0.419496526,0.227837879,0.29801688,0.241167573,0.378630913,0.162360393,0.157545955,0.132341754,0.18117856,0.212225064,0.293731419,0.443596137,0.469488873,0.406131984,0.343706122,0.40743414,0.25916278,0.429213895,0.401688193,0.697686186,0.592081839,0.512172507,0.351475527,0.523757922,0.707879123,0.355359889,0.528133988,0.402747523,0.489990295,0.474304561,0.459645777,0.3041104,0.323110691,0.23234863,0.323590175,0.354071883,0.248654157,0.180827878,0.212780166,0.149804587,0.067180404,0.143818363,0.379401429,0.317752281,0.466408228,0.41648521,0.675532876,0.493629839,0.667259364,0.452588913,0.451644804,0.632424809,0.600066603,0.525316014,0.564425797,0.624210167,0.500154188,0.446313241,0.537240422,0.519253418,0.506583678,0.526840909,0.49878329,0.522104745,0.540566561,0.545658767,0.562186586,0.340050031,0.298892359,0.389567385,0.772695049,0.510184342,0.492910932,0.79683131,0.808120463,0.426274998,0.396927229,0.389200388,0.256111913,0.405491295,0.291497837,0.284142489,0.311679511,0.40161813,0.479464307,0.358988672,0.378047688,0.42013084,0.403389609,0.352884041,0.271884464,0.265482757,0.305308627,0.209313634,0.163057047,0.304449181,0.305667839,0.180493257,0.138252767,0.436749144,0.165445058,0.398211411,0.182647636,0.25202623,0.437771496,0.305451277,0.565372049,0.499078474,0.482045425,0.644803299,0.57813522,0.464178958,0.666028717,0.453683552,0.420685488,0.310822097,0.505682911,0.28079634,0.361845357,0.273320548,0.502157327,0.40323149,0.216620142,0.502159642,0.183642461,0.24647993,0.433944875,0.356665473,0.245980431,0.178980115,0.339129991,0.278806537,0.302391817,0.248353737,0.260421537,0.386394619
Hypotaurine,0.023590806,0.026885293,0.020585725,0.026801099,0.024439508,0.023363625,0.026217785,0.02049974,0.016874467,0.029884052,0.02635917,0.024488149,0.019222695,0.017177101,0.018582874,0.019435152,0.018711395,0.022930794,0.022347294,0.018629464,0.016913979,0.0146407,0.015221524,0.020663291,0.015643863,0.023419721,0.024943744,0.011735216,0.038378055,0.013182066,0.019142209,0.017260929,0.027488756,0.017972271,0.023055311,0.026903804,0.018389886,0.020398739,0.02540982,0.02160885,0.02448426,0.020839148,0.021220678,0.019827942,0.018691537,0.013508072,0.017906715,0.013895436,0.019892141,0.011914044,0.012296013,0.014702629,0.008024028,0.015205588,0.018894142,0.025230714,0.024304437,0.024063115,0.021966647,0.02013876,0.017213972,0.030350836,0.027129354,0.031472929,0.037649159,0.030884831,0.020510953,0.034697641,0.03859591,0.023217372,0.036818789,0.027970723,0.037904614,0.033662164,0.028303635,0.027844275,0.025572015,0.022577268,0.026867641,0.028325602,0.022839072,0.018981106,0.020908042,0.017987922,0.008872311,0.01318298,0.038440174,0.025529691,0.043407984,0.031937138,0.035138311,0.018264837,0.026788367,0.015263672,0.018500386,0.024798094,0.029245592,0.024203493,0.03036613,0.029463908,0.020275954,0.01971959,0.024104402,0.019397919,0.02320597,0.023721796,0.020445731,0.02251456,0.027670443,0.024962467,0.021335432,0.020495466,0.015081361,0.015971552,0.022547165,0.014904411,0.020438975,0.042787234,0.040632827,0.020652521,0.025007987,0.025972766,0.009871921,0.025395588,0.016105315,0.017145968,0.017167729,0.026630199,0.037979396,0.025206037,0.025065698,0.028388779,0.029386684,0.021520207,0.016726689,0.015869957,0.019889722,0.014430487,0.010795341,0.018354309,0.018295145,0.013950678,0.012172711,0.026555005,0.012980741,0.008577724,0.011607719,0.015162677,0.033005068,NA,0.010894582,0.02320507,0.024245558,0.02079429,0.021467179,0.021836497,0.017980609,0.019673633,0.023245207,0.018211248,0.018822289,0.026009049,0.020725217,0.014914493,0.011856327,0.019508893,0.015463845,0.024823515,0.01349525,0.01618504,0.037687319,0.020631552,0.018311033,0.017485129,0.021004482,0.023621118,0.013330141,0.027144389,0.007276038,0.019649965
Pyroglutamate,1.254120259,1.606394844,1.129687606,1.411447594,1.218771608,1.61153358,1.493999318,0.963008388,0.665970114,1.385029077,1.379801337,1.2973669,1.508966339,0.991784541,1.057220124,0.584205986,0.645795238,0.676160832,0.851549919,0.638807469,0.773081205,0.828814329,0.491122472,0.608103328,0.392721639,0.660228915,0.760800358,0.324704008,1.316259457,0.272823441,1.284686737,0.823902284,1.602038645,0.944994174,1.953244776,1.674790111,1.549358786,1.049808808,1.584294782,1.194843971,1.526064096,1.743507195,1.141019621,0.814990861,1.06364947,0.5959902,0.544622824,0.511228591,1.172779606,0.486557959,0.442078628,0.56221662,0.164629959,0.487550194,0.380535429,1.073167305,0.754332414,0.601606333,0.474130843,0.716150865,0.795871559,1.983461165,1.413370041,1.807377721,1.815548405,2.283760404,1.157866194,2.212974109,0.013337446,0.954710385,1.558150851,1.212017364,1.306917504,1.535860339,1.494704486,0.783102047,0.888434701,0.642870678,0.638458676,0.779189561,0.715520052,1.247289705,0.971506124,0.319352291,0.07918877,0.299809631,0.912726549,1.416004101,1.389248165,0.374631452,1.797695315,0.936505434,1.005640909,0.868541109,0.903861127,1.133865615,1.419507954,1.042499252,0.984631478,1.377390544,0.701172969,0.751040916,0.913471744,0.760382433,0.947257387,1.123761192,0.807849924,1.062140746,1.241592219,1.096081736,0.936657422,1.3422641,1.030799462,0.482165456,1.405492493,0.349080133,0.827245169,1.121965951,0.98286752,0.672275505,1.204424254,1.632441447,0.361929839,1.297412441,0.68234585,0.829666314,1.210295499,1.370366578,1.644590959,0.909376949,0.967016807,1.012394357,1.43490197,0.963439601,0.721550419,0.739384101,1.341569822,0.638458114,0.32521569,0.990687554,1.199612896,0.91788901,0.660776965,1.342865705,0.661487737,0.377159381,0.299081226,0.942392187,1.540325474,0.465548736,1.855563813,1.525118838,1.516660091,1.807226555,2.486495727,1.228823129,2.119870285,1.846376349,2.542978826,1.561641563,1.149581094,1.16495976,1.588206299,0.899169054,0.851836945,0.95091122,1.418294154,2.405407649,1.258139194,0.787691592,1.990556201,1.373379893,1.756053032,0.5179951,2.48532999,1.813178233,2.027955942,1.003921444,0.456384113,1.53067952
Fructose (1),0.013507205,0.018555739,0.012160906,0.013590575,NA,0.066338783,0.016926992,0.013381221,0.009598583,0.022678857,0.02072853,0.022747734,0.02323775,NA,0.016255067,NA,0.008541202,0.00863818,NA,0.006344546,NA,NA,0.005769021,NA,NA,0.004843193,NA,0.002475733,NA,0.006986156,0.028070326,0.01431984,0.03850921,0.018339556,0.056206318,0.070949759,0.018353288,0.022035003,0.029960963,0.02689595,0.081988697,0.060097104,0.042038963,0.02657816,0.039448535,0.006548253,0.016478489,0.009132564,0.031636712,0.011329826,0.008710288,0.009548035,0.008525886,0.012519659,0.012785262,0.03528246,0.016444861,0.008891665,0.010675062,0.025122684,0.032080245,0.046857189,0.04139588,0.047150137,0.069190667,0.114668256,0.081919121,0.104160019,0.02622763,0.038265648,0.024800581,0.039576024,0.075666893,0.052567078,0.028250271,0.043133392,0.021489469,0.009646105,0.009212567,0.019938721,0.016035287,0.078261268,0.017561835,0.010175121,0.002040197,0.015270635,0.017141855,0.028192262,0.024988429,0.008462023,0.02541114,0.008233227,NA,0.006881841,0.008780838,0.012920359,0.018396835,0.014899646,0.01719862,0.023142873,0.013779011,0.012745854,0.025254298,0.017906811,0.014601791,0.010263329,0.010377817,NA,0.008150179,0.009594831,0.009218061,0.010126789,0.007639148,0.005350232,0.023569401,0.002750645,0.00336358,0.009994001,NA,0.003648492,0.010031733,0.017581203,0.01405056,0.019190904,0.014648736,NA,0.023939175,0.031187293,0.052256805,0.022570834,0.021384152,0.022486411,0.018927227,0.031459953,0.022317175,0.015226225,0.015618375,0.011945089,0.009166721,NA,0.016170267,0.013151353,0.00971477,0.020946719,0.010079427,0.017017597,0.006200832,0.015027043,0.027720233,0.016888747,0.147108438,0.015408346,0.035348399,0.029256324,0.119055654,0.01929948,0.069720122,0.034124785,0.08628344,0.022109198,0.039843505,0.02921014,0.092764437,0.059036945,0.032226594,0.063597249,NA,0.034941511,NA,0.013857665,NA,NA,NA,0.008770035,NA,NA,0.003463564,0.018444893,0.002853338,0.044396548
2-oxoglutarate,0.00427222,0.00476784,0.003525068,0.00535579,0.004061929,0.005094255,0.004953119,0.00334231,0.002318911,0.005170374,0.004620611,0.004397044,0.006033313,0.00374633,0.00309005,0.002052391,0.003337001,0.003255195,NA,0.002633003,0.00282226,0.00338415,0.002344901,0.002551482,0.001967363,0.002986605,0.003406285,0.002373845,0.004662701,0.003981045,0.001811768,0.002831856,0.002825169,0.001341855,0.002843858,NA,0.002254963,0.001805757,0.002870852,0.002615819,0.001879747,NA,0.00158322,0.001139939,0.001641985,0.000542489,0.001029175,0.000502774,0.001105805,0.000826358,0.000487005,0.000773258,NA,NA,0.000794645,0.001423405,0.002746741,0.001345433,NA,0.001800365,0.001490218,0.003889657,NA,0.004116605,0.002241637,0.002785371,0.002105181,NA,0.000850174,0.00213244,0.002497821,NA,0.002200514,0.002489902,0.002252943,0.002314452,0.001540824,0.001321287,0.000764925,0.001274661,NA,0.001720768,0.000293364,0.001509288,NA,0.001120793,0.001424964,0.001830528,0.002064356,0.001283901,0.007300807,0.004567771,0.005384158,0.003586655,0.00424563,0.005426328,0.005862014,0.005109247,0.005581036,0.004749933,0.004346266,0.003183147,0.004585537,0.003794507,0.00480767,0.003872243,0.003768441,0.003931737,0.003493676,0.004860201,0.004148422,0.004751636,0.003715201,0.004107906,0.00390096,0.003920034,0.003652319,0.006406488,0.005449298,0.003975651,0.001533665,0.001789371,NA,0.001793986,0.001416735,0.000987872,0.001527872,0.001691868,NA,0.000933907,0.001180708,0.001028861,0.00152636,NA,0.001157947,0.000725087,NA,0.001095913,NA,0.001017052,0.000851772,0.000740962,0.000798154,0.0014111,0.000824693,0.00108463,0.00036697,0.00093656,0.001388252,0.00099767,0.001395011,0.002152051,0.001389897,0.002039698,0.003531546,0.002369339,0.0017212,0.001541702,0.002510963,NA,0.000837777,0.001223787,0.001945064,0.001045933,0.000584694,0.002040971,0.00068988,0.001813434,0.00055022,0.001437041,0.001472139,0.001574039,0.001917496,0.001700448,0.001573931,0.000944216,0.000822478,0.002180321,0.000741768,0.001562394
Fructose (2),0.012267032,0.019048405,0.009888127,0.014226299,0.008782959,0.031662829,0.011634742,0.009105733,0.006991503,0.122163861,0.011638467,0.010791337,0.011897294,0.009483268,0.009201812,0.006709731,0.007252342,0.007038737,0.007085769,0.007070732,0.00537988,0.007606076,0.011988293,0.00600098,0.005911157,0.008275965,0.009604475,0.004722446,0.012448722,0.006962807,0.006583245,0.006662074,0.009092056,0.005506965,0.017171321,0.009566414,0.006449383,0.006736962,0.007349696,0.007158152,0.012401234,0.008329306,0.005781647,0.005775245,0.006092934,0.002805056,0.003108634,0.003130161,0.003822082,0.002263405,0.002652726,0.00334969,0.001860024,0.002081704,0.003428679,0.314235219,0.005327437,0.003856769,0.002845704,0.004821304,0.00470212,0.006072271,0.011521825,0.02206708,0.015634806,0.019871939,0.0058414,0.020006679,0.001870525,0.003815044,0.005482987,0.004245572,0.005361892,0.005542321,0.007015035,0.003340436,0.002344498,0.003240082,0.001649635,0.001725105,0.002331404,0.006064362,0.159312373,0.003491577,0.000896911,0.001768348,0.003842145,0.003762859,0.003856906,0.004421452,0.015640453,0.006564476,0.008089698,0.008374763,0.005248692,0.010156483,0.009388694,0.009295403,0.013749459,0.012399277,0.00933374,0.006960023,0.009921286,0.007476574,0.008223946,0.006830916,0.006363635,0.006945518,0.007628706,0.00825892,0.006934053,0.008628744,0.006045665,0.007202895,0.013847627,0.005493192,0.00654632,0.012126625,0.009936509,0.007095943,0.007128864,0.005990804,0.003148295,0.005911953,0.004077958,0.004430109,0.005688423,0.007703184,0.009373034,0.005542541,0.005728097,0.005807738,0.00605652,0.005672408,0.004397189,0.00351503,0.008292024,0.002131391,0.002490182,0.003910703,0.003829519,0.002776762,0.003069261,0.0066509,0.00198574,0.005226578,0.002333396,0.002439501,0.00413972,0.003045343,0.00981452,0.003677334,0.003182758,0.003678473,0.007800014,0.00204623,0.004352336,0.003859289,0.009116671,0.004531074,0.002259303,0.004323614,0.00844055,0.007143592,0.001920345,0.003783892,0.004005439,0.005033872,0.003450041,0.001643575,0.004277609,0.005322743,0.005819652,0.002529596,0.003117748,0.005755273,0.002299183,0.002599835,0.001081927,0.004374707
Fructose / Sorbose (1),0.170703622,0.332785079,0.179071988,0.210158287,0.117566218,0.438814649,0.246316994,0.101627458,0.076523436,0.272926054,0.170951126,0.345290596,0.367730121,0.22896222,0.155313933,0.039098275,0.100479798,0.098770426,0.075430757,0.054677617,0.032850663,0.100762529,0.117059131,0.057062622,0.050600309,0.091893083,0.073182977,0.044182427,0.171080123,0.102399656,0.476507047,0.204335699,0.67647841,0.283906474,0.832510345,0.607784255,0.656845803,0.391023961,0.635568082,0.437876924,0.533717664,0.732714716,0.301823184,0.16506662,0.318513999,0.229664242,0.183416566,0.130650371,0.547244559,0.143836659,0.118568571,0.124582637,0.119488906,0.19549795,0.192524348,0.754174174,0.397382736,0.250905958,0.312242563,0.398768046,0.309800715,0.541406797,0.617578402,0.601754577,0.558973319,0.960666247,0.463469247,0.881370858,0.312069226,0.356293564,0.413364221,0.51490953,0.402738216,0.469448627,0.556935041,0.29064342,0.288720803,0.252248971,0.107192361,0.193572966,0.277392973,0.558242951,0.357448015,0.133093119,0.052069338,0.161271761,0.280742343,0.55365781,0.391176275,0.230399167,0.293302175,0.104361272,0.095338596,0.13713962,0.080718567,0.115468363,0.166894555,0.121420019,0.13399276,0.22161025,0.137499429,0.08706126,0.200970714,0.119536835,0.174073919,0.075110275,0.072460439,0.090689463,0.111682692,0.114438622,0.081663255,0.091675023,0.113062406,0.105680759,0.362063862,0.072310152,0.098877679,0.200634238,0.201748213,0.109267374,0.219853697,0.422528804,0.148440219,0.29311783,0.190833951,0.206001711,0.349919725,0.313748885,0.396073227,0.172518472,0.202850067,0.203010433,0.261976415,0.247129363,0.224313628,0.135183885,0.454883601,0.168703981,0.075288219,0.289023713,0.432770184,0.212975016,0.185403964,0.185514724,0.204078482,0.299432214,0.114155479,0.411041685,0.47439011,0.279916196,0.7280896,0.437851618,0.588217504,0.790195964,0.798303338,0.473341132,0.809985267,0.754917422,1.030477881,0.67833836,0.359487205,0.37940441,0.010389808,0.419973673,0.266579891,0.395093099,0.343826358,0.65960366,0.276203492,0.279958587,0.476950731,0.350190249,0.493227397,0.151806101,0.3565537,0.37393979,0.298522442,0.334850754,0.338230836,0.470845182
Fructose /Sorbose (2),0.049385518,0.100925845,0.04985273,0.060393469,0.032396076,0.332274517,0.07367922,0.027706457,0.021446522,0.081300636,0.048156823,0.104668173,0.10346536,0.068212815,0.043470391,0.01034742,0.027809428,0.027527876,0.021656777,0.015017597,0.015324703,0.030905418,0.046760179,0.019822676,0.017241895,0.011843113,0.020675212,0.015949233,0.049782469,0.037498556,0.147738068,0.059819277,0.230733889,0.085608272,0.306455283,0.207341417,0.233655938,0.119824031,0.22315485,0.144507517,0.188395537,0.28361354,0.092446166,0.048581704,0.099017199,0.071900635,0.058155773,0.042730256,0.183512885,0.045077009,0.036066696,0.038457633,0.044194467,0.066397552,0.06869675,0.298336854,0.153754231,0.091095658,0.112432221,0.139330843,0.097402012,0.256084993,0.206995407,0.19608906,0.178586941,0.349305798,0.156121166,0.341877501,0.873660183,0.114981235,0.134416132,0.174799373,0.133317389,0.225910711,0.193426936,0.090602462,0.088238735,0.079393073,0.034326883,0.066351862,0.088591575,0.184222795,0.179791038,0.063678478,0.017794546,0.053427544,0.083511328,0.170108106,0.153689221,0.083287933,0.086905463,0.028951477,0.027100976,0.105114706,0.021963203,0.033075072,0.047184608,0.033306522,0.037518345,0.062102829,0.03882754,0.023277268,0.056342847,0.031977405,0.049753322,0.020766936,0.019671175,0.02455118,0.029449747,0.034117938,0.025393807,0.027663063,0.03391866,0.041758099,0.131662908,0.023931003,0.031286782,0.072876275,0.08304366,0.034750188,0.067942879,0.101067611,0.043444013,0.087933914,0.057447528,0.061558286,0.10467497,0.094805551,0.117776163,0.051162543,0.060070197,0.058361402,0.123328937,0.075500841,0.068687644,0.037715195,0.150736826,0.04953992,0.024636825,0.095015209,0.135889267,0.066007639,0.055851436,0.08298042,0.07130833,0.09815655,0.038644366,0.141565506,0.191612202,0.096925458,0.247115035,0.14186874,0.204337709,0.271760632,0.398660289,0.155521905,0.280458557,0.28354455,0.408340438,0.229360926,0.115017527,0.12146574,0.26418318,0.139000522,0.083705986,0.129245732,0.098116229,0.214636639,0.086416137,0.091881847,0.141858985,0.097045851,0.152026414,0.062405787,0.137177453,0.1211896,0.091846718,0.114466027,0.107944527,0.172089644
Glycerol-3-phosphate,0.002689174,NA,0.002235312,0.002911773,NA,0.003361532,NA,NA,NA,0.000226391,0.00323881,NA,0.003558993,0.003879952,0.002141417,0.004164793,0.004051519,0.004215955,0.004054686,0.003277714,0.003678084,0.003708684,NA,0.00366049,NA,0.003702881,0.004176625,0.0029502,NA,NA,NA,0.003451395,NA,0.007684256,NA,0.000368919,0.005381797,0.004394444,0.006069983,NA,NA,0.000315378,NA,0.006711505,0.005732916,0.00588748,0.007429951,0.006245402,0.008506516,0.006656535,0.005730777,0.005925151,NA,0.005584322,0.010028913,NA,0.010286814,0.010578842,0.010250775,0.00995685,0.019539198,0.028277857,0.033054668,NA,0.034396707,0.032827839,0.022133788,0.037484104,NA,0.023100003,0.033870414,0.022386965,0.031210583,NA,NA,0.00996544,0.011609751,0.008940639,0.012171133,0.010301929,0.008168352,NA,NA,0.009891209,0.005326111,0.005422004,0.013977506,NA,0.015945472,0.012155405,0.000532636,NA,0.002639689,NA,0.002174456,0.002630327,0.003399967,NA,0.002861865,0.000514531,NA,0.002292677,0.002492281,0.002124256,0.002322331,0.003819277,0.00399932,0.00270552,0.002768025,NA,0.003235485,0.00344939,0.003024261,NA,NA,0.003971484,NA,NA,0.003862567,NA,0.006525849,NA,NA,0.007293023,0.004941597,0.000188612,0.006190146,NA,NA,0.005707632,0.006417922,0.006828829,0.008322155,NA,0.005172215,0.006483627,NA,0.005988921,NA,0.008544713,NA,0.006335297,0.006526296,0.013870834,0.004020726,NA,0.005278047,NA,0.009513657,NA,0.018970675,0.018142529,0.017089479,NA,0.018097447,0.013763011,NA,0.017616626,0.02645809,0.015476328,NA,0.020398413,0.024488128,0.017574979,0.01281617,0.012151393,NA,0.015949526,0.007489079,0.008515848,NA,NA,NA,0.005770656,0.011675454,0.00995742,0.006744415,0.005220631,NA,0.014493633
Allose/Mannose/Galactose /Glucose (1),0.171399316,0.335206906,0.221470528,0.223850104,0.119850878,0.459424284,0.253036046,0.147714785,0.081361169,0.294462801,0.262291231,0.364427755,0.500513132,0.232862284,0.191773175,0.004867772,0.028905155,0.019821758,0.013281618,0.011152514,0.009440314,0.034931858,0.011119833,0.016172803,0.012688654,0.022458476,0.020862899,0.009289436,0.028103733,0.007142798,0.378945797,0.256159522,0.379948581,0.19871677,0.451997242,0.357796791,0.383062102,0.348185218,0.450759478,0.375695397,0.233456893,0.518167801,0.240937676,0.122606485,0.263505058,0.053419567,0.008902459,0.014139541,0.268619243,0.008606455,0.003508615,0.008052332,0.008306386,0.035063555,0.014061689,0.242151751,0.094670409,0.04104234,0.012822833,0.130875572,0.275548314,0.354163149,0.462513525,0.567411244,0.446590143,0.580877086,0.24410677,0.569468446,NA,0.192604527,0.284247866,0.346524663,0.138330105,0.363626138,0.138070356,0.105778773,0.071545298,0.071344285,0.013167894,0.03869337,0.080013803,0.32914862,0.23920474,0.039115587,0.011581897,0.052266321,0.052468034,0.074372047,0.187429682,0.021277215,0.213995972,0.044255645,0.041016022,0.162055982,0.0338881,0.065179783,0.080822983,0.075967925,0.086333075,0.041562355,0.082677894,0.036121525,0.123565272,0.056879639,0.103196092,0.007533177,0.007018475,0.009278222,0.021531058,0.01636005,0.010674131,0.015464063,0.015940713,0.009236088,0.156464964,0.008770847,0.008872482,0.020934562,0.026585066,0.012675495,0.061954932,0.163733115,0.070884007,0.101212012,0.074664172,0.124881999,0.335593393,0.189456045,0.140847042,0.057314904,0.06315058,0.050402943,0.122252585,0.079338194,0.070636819,0.007786681,0.035903857,0.007283389,0.003993906,0.081164581,0.044731324,0.023949856,0.005843808,0.043488688,0.00684573,0.096972469,0.003344724,0.098921417,0.055554653,0.060374085,0.355086773,0.180384178,0.183236514,0.248275158,0.181184123,0.080099536,0.246707198,0.445375693,0.639544609,0.483612357,0.044624611,0.033848306,0.487010376,0.424473463,0.038164245,0.142944825,0.021532466,0.204399177,0.016506988,0.04762483,0.013752018,0.103811629,0.186831327,0.013173881,0.017645006,0.029400955,0.011801103,0.019298466,0.006662816,0.169207332
Allose/Mannose/Galactose /Glucose (2),0.089215655,0.140295135,0.107219871,0.078298813,0.052962804,0.267972407,0.090696761,0.089952572,0.065508756,0.144030052,0.177484687,0.194275434,0.31860344,0.13029755,0.108667977,0.005788143,0.020269196,0.012393556,0.005326847,0.011910071,0.005367279,0.012158066,0.027825945,0.006924375,0.005404312,0.008394851,0.003260972,0.00162677,0.009802303,0.01127176,0.185664379,0.109403183,0.152858937,0.084904176,0.208803967,0.201521254,0.101884863,0.155314422,0.175621611,0.156217737,0.50541815,0.280016854,0.14290711,0.09157863,0.166617348,0.015095716,0.005621768,0.003826089,0.117778017,0.003784905,0.002131721,0.004528699,0.003480334,0.00809266,0.003265342,0.047423303,0.017443479,0.006489033,0.001541118,0.028654561,0.125325177,0.103697981,0.186460434,0.307315825,0.088165079,0.29878106,0.116857472,0.287446074,NA,0.083460756,0.083640822,0.158816371,0.079925483,0.19110817,0.146929303,0.051592446,0.022666296,0.019715849,0.006993521,0.013570206,0.032217944,0.22479959,0.054500791,0.012453716,0.002709577,0.014263542,0.014491381,0.063567388,0.038007822,0.005055422,0.097715493,0.018676834,0.020335042,0.055211933,0.019294626,0.039046332,0.034705666,0.038760589,0.048780952,0.127691006,0.048166171,0.02862196,0.076685272,0.045277826,0.049014137,0.007146237,0.006558931,0.006677659,0.013083163,0.007255649,0.008166262,0.005653971,0.007596446,0.004697681,0.056506857,0.003124736,0.002682287,0.00398334,0.008764935,0.003705575,0.014867224,0.042452639,0.032189241,0.037182203,0.024388259,0.036702853,0.152373165,0.082939559,0.075831503,0.031635325,0.032917581,0.001406624,0.035502231,0.040395947,0.036201067,0.003214791,0.008979874,0.003535937,0.003029394,0.023236288,0.01307706,0.037531142,0.002045383,0.021425132,0.001199044,0.022142026,0.000680898,0.015554075,0.006820911,0.01112214,0.269408107,0.032373762,0.049351081,0.061174738,0.055901799,0.009848938,0.071053117,0.144291728,0.335190725,0.200511531,0.019251702,0.07234589,0.129505495,0.283225908,0.01596212,0.066494497,0.004064942,0.068880986,0.002419289,0.0113918,0.001748583,0.014957853,0.033699922,0.003896876,0.002260652,0.002211991,0.001329002,0.003404894,0.002665182,0.067890452
